Entry Name,Species,Level,Happiness,Item,AI Role,Is Key Strategic Pokemon,IVs HP,IVs Attack,IVs Defense,IVs Sp.Atk,IVs Sp.Def,IVs Speed,EVs HP,EVs Attack,EVs Defense,EVs Sp.Atk,EVs Sp.Def,EVs Speed,Moves 1,Moves 2,Moves 3,Moves 4,Can Fill Combo A Role 1,Can Fill Combo A Role 2,Can Fill Combo B Role 1,Can Fill Combo B Role 2,Use species second ability,Gender,Nature,Use Random Nature and Gender
LOTAD - 346,LOTAD (295),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,NATURE POWER (267),ASTONISH (310),GROWL (45),None (0),false,false,false,false,false,Female (1),Hardy (0),false
PINECO - 347,PINECO (204),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TAKE DOWN (36),TACKLE (33),None (0),None (0),false,false,false,false,false,Male (0),Docile (6),false
SEEDOT - 348,SEEDOT (298),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GIGA DRAIN (202),REFRESH (287),BULLET SEED (331),SECRET POWER (290),false,false,false,false,false,Male (0),Hardy (0),false
SLUGMA - 349,SLUGMA (218),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,EMBER (52),SMOG (123),ROCK THROW (88),LIGHT SCREEN (113),false,false,false,false,false,Male (0),Docile (6),false
NUMEL - 350,NUMEL (339),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),EMBER (52),TACKLE (33),None (0),false,false,false,false,false,Female (1),Hardy (0),false
HORSEA - 351,HORSEA (116),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LEER (43),SMOKESCREEN (108),WATER GUN (55),None (0),false,false,false,false,false,Male (0),Quirky (24),false
GOLDEEN - 352,GOLDEEN (118),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PECK (64),TAIL WHIP (39),WATER SPORT (346),None (0),false,false,false,false,true,Female (1),Serious (12),false
BELDUM - 353,BELDUM (398),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TAKE DOWN (36),None (0),None (0),None (0),false,false,false,false,false,Genderless (2),Hardy (0),false
NOCTOWL - 354,NOCTOWL (164),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PECK (64),TACKLE (33),GROWL (45),None (0),false,false,false,false,true,Male (0),Quirky (24),false
VIGOROTH - 355,VIGOROTH (365),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FURY SWIPES (154),SCRATCH (10),YAWN (281),None (0),false,false,false,false,false,Male (0),Hardy (0),false
ELECTRIKE - 356,ELECTRIKE (337),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SPARK (209),QUICK ATTACK (98),HOWL (336),LEER (43),false,false,false,false,false,Male (0),Quirky (24),false
CHINCHOU - 357,CHINCHOU (170),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),FLAIL (175),SUPERSONIC (48),THUNDER WAVE (86),false,false,false,false,false,Female (1),Serious (12),false
MAGNEMITE - 358,MAGNEMITE (81),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SONICBOOM (49),SUPERSONIC (48),THUNDERSHOCK (84),TACKLE (33),false,false,false,false,true,Genderless (2),Hardy (0),false
KOFFING - 359,KOFFING (109),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,POISON GAS (139),SMOG (123),TACKLE (33),None (0),false,false,false,false,false,Female (1),Serious (12),false
GRIMER - 360,GRIMER (88),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MINIMIZE (107),SLUDGE (124),DISABLE (50),HARDEN (106),false,false,false,false,true,Male (0),Docile (6),false
TENTACOOL - 361,TENTACOOL (72),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ACID (51),SAFEGUARD (219),SUPERSONIC (48),POISON STING (40),false,false,false,false,false,Female (1),Hardy (0),false
ZUBAT - 362,ZUBAT (41),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),ASTONISH (310),SUPERSONIC (48),LEECH LIFE (141),false,false,false,false,false,Female (1),Hardy (0),false
ODDISH - 363,ODDISH (43),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SWEET SCENT (230),ABSORB (71),None (0),None (0),false,false,false,false,false,Male (0),Docile (6),false
CACNEA - 364,CACNEA (344),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SAND-ATTACK (28),LEECH SEED (73),POISON STING (40),ABSORB (71),false,false,false,false,false,Female (1),Quirky (24),false
SHROOMISH - 365,SHROOMISH (306),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MEGA DRAIN (72),LEECH SEED (73),ABSORB (71),TACKLE (33),false,false,false,false,false,Female (1),Hardy (0),false
LOTAD - 366,LOTAD (295),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,NATURE POWER (267),ASTONISH (310),GROWL (45),None (0),false,false,false,false,false,Female (1),Hardy (0),false
PINECO - 367,PINECO (204),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TAKE DOWN (36),TACKLE (33),None (0),None (0),false,false,false,false,false,Male (0),Docile (6),false
SUNKERN - 368,SUNKERN (191),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,INGRAIN (275),MEGA DRAIN (72),GROWTH (74),ABSORB (71),false,false,false,false,false,Male (0),Hardy (0),false
GYARADOS - 369,GYARADOS (130),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),THRASH (37),None (0),None (0),false,false,false,false,false,Female (1),Bashful (18),false
SUNFLORA - 370,SUNFLORA (192),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,INGRAIN (275),RAZOR LEAF (75),SUNNY DAY (241),POUND (1),false,false,false,false,false,Male (0),Hardy (0),false
GYARADOS - 371,GYARADOS (130),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),THRASH (37),None (0),None (0),false,false,false,false,false,Female (1),Bashful (18),false
HOPPIP - 372,HOPPIP (187),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,COTTON SPORE (178),LEECH SEED (73),SLEEP POWDER (79),STUN SPORE (78),false,false,false,false,false,Female (1),Docile (6),false
TROPIUS - 373,TROPIUS (369),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SWEET SCENT (230),STOMP (23),RAZOR LEAF (75),GROWTH (74),false,false,false,false,false,Male (0),Serious (12),false
KIRLIA - 374,KIRLIA (393),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),CONFUSION (93),LIGHT SCREEN (113),None (0),false,false,false,false,true,Female (1),Serious (12),false
GRANBULL - 375,GRANBULL (210),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),TACKLE (33),ROAR (46),SCARY FACE (184),false,false,false,false,false,Male (0),Quirky (24),false
NUZLEAF - 376,NUZLEAF (299),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BIDE (117),BULLET SEED (331),GROWTH (74),HARDEN (106),false,false,false,false,false,Male (0),Docile (6),false
HOUNDOOM - 377,HOUNDOOM (229),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),EMBER (52),ROAR (46),LEER (43),false,false,false,false,true,Female (1),Hardy (0),false
SUNFLORA - 378,SUNFLORA (192),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,INGRAIN (275),RAZOR LEAF (75),SUNNY DAY (241),POUND (1),false,false,false,false,false,Male (0),Hardy (0),false
GYARADOS - 379,GYARADOS (130),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),THRASH (37),None (0),None (0),false,false,false,false,false,Female (1),Bashful (18),false
HOPPIP - 380,HOPPIP (187),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,COTTON SPORE (178),LEECH SEED (73),SLEEP POWDER (79),STUN SPORE (78),false,false,false,false,false,Female (1),Docile (6),false
TROPIUS - 381,TROPIUS (369),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SWEET SCENT (230),STOMP (23),RAZOR LEAF (75),GROWTH (74),false,false,false,false,false,Male (0),Serious (12),false
HUNTAIL - 382,HUNTAIL (374),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CONFUSE RAY (109),WATER PULSE (352),BITE (44),ROCK TOMB (317),false,false,false,false,false,Male (0),Docile (6),false
CACNEA - 383,CACNEA (344),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PIN MISSILE (42),THUNDERPUNCH (9),NEEDLE ARM (302),COUNTER (68),false,false,false,false,false,Female (1),Hardy (0),false
TEDDIURSA - 384,TEDDIURSA (216),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FAINT ATTACK (185),FAKE TEARS (313),AERIAL ACE (332),SLASH (163),false,false,false,false,false,Female (1),Bashful (18),false
KOFFING - 385,KOFFING (109),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SMOKESCREEN (108),SLUDGE (124),SHOCK WAVE (351),PSYBEAM (60),false,false,false,false,false,Female (1),Serious (12),false
LEDYBA - 386,LEDYBA (165),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,COMET PUNCH (4),SUPERSONIC (48),TACKLE (33),DOUBLE TEAM (104),false,false,false,false,true,Male (0),Hardy (0),false
SPOINK - 387,SPOINK (351),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PSYCH UP (244),PSYBEAM (60),ODOR SLEUTH (316),PSYWAVE (149),false,false,false,false,false,Female (1),Bashful (18),false
BELLOSSOM - 388,BELLOSSOM (182),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MAGICAL LEAF (345),STUN SPORE (78),SWEET SCENT (230),ABSORB (71),false,false,false,false,false,Female (1),Quirky (24),false
SUNFLORA - 389,SUNFLORA (192),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,INGRAIN (275),RAZOR LEAF (75),DOUBLE TEAM (104),POUND (1),false,false,false,false,false,Female (1),Hardy (0),false
FURRET - 390,FURRET (162),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HELPING HAND (270),FURY SWIPES (154),QUICK ATTACK (98),DOUBLE TEAM (104),false,false,false,false,false,Female (1),Bashful (18),false
LINOONE - 391,LINOONE (289),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MUD SPORT (300),ODOR SLEUTH (316),DOUBLE TEAM (104),HEADBUTT (29),false,false,false,false,false,Male (0),Quirky (24),false
KECLEON - 392,KECLEON (317),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,DOUBLE TEAM (104),PSYBEAM (60),FURY SWIPES (154),FAINT ATTACK (185),false,false,false,false,false,Female (1),Hardy (0),false
AZUMARILL - 393,AZUMARILL (184),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BUBBLEBEAM (61),ROLLOUT (205),WATER GUN (55),DOUBLE TEAM (104),false,false,false,false,true,Male (0),Bashful (18),false
YANMA - 394,YANMA (193),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SONICBOOM (49),DOUBLE TEAM (104),QUICK ATTACK (98),FORESIGHT (193),false,false,false,false,false,Male (0),Quirky (24),false
PLUSLE - 395,PLUSLE (353),24,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,DOUBLE TEAM (104),SPARK (209),HELPING HAND (270),QUICK ATTACK (98),false,false,false,false,false,Female (1),Hardy (0),false
MINUN - 396,MINUN (354),24,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,DOUBLE TEAM (104),SPARK (209),HELPING HAND (270),QUICK ATTACK (98),false,false,false,false,false,Female (1),Bashful (18),false
ABSOL - 397,ABSOL (376),24,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),DOUBLE TEAM (104),QUICK ATTACK (98),TAUNT (269),false,false,false,false,false,Male (0),Quirky (24),false
CACNEA - 398,CACNEA (344),29,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FAINT ATTACK (185),NEEDLE ARM (302),SUBSTITUTE (164),DOUBLE TEAM (104),false,false,false,false,false,Female (1),Hardy (0),false
SANDSLASH - 399,SANDSLASH (28),29,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SLASH (163),DIG (91),SANDSTORM (201),DOUBLE TEAM (104),false,false,false,false,false,Male (0),Bashful (18),false
GLIGAR - 400,GLIGAR (207),29,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,DIG (91),SLASH (163),SUBSTITUTE (164),DOUBLE TEAM (104),false,false,false,false,true,Male (0),Quirky (24),false
NOSEPASS - 401,NOSEPASS (320),29,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ROCK TOMB (317),SHOCK WAVE (351),SANDSTORM (201),DOUBLE TEAM (104),false,false,false,false,true,Male (0),Hardy (0),false
LOMBRE - 402,LOMBRE (296),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,RAIN DANCE (240),MEGA DRAIN (72),WATER GUN (55),ASTONISH (310),false,false,false,false,false,Male (0),Hardy (0),false
LOMBRE - 403,LOMBRE (296),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),MEGA DRAIN (72),WATER GUN (55),ASTONISH (310),false,false,false,false,false,Male (0),Bashful (18),false
LOMBRE - 404,LOMBRE (296),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,RAIN DANCE (240),MEGA DRAIN (72),WATER GUN (55),FIRE PUNCH (7),false,false,false,false,false,Female (1),Serious (12),false
NOSEPASS - 405,NOSEPASS (320),29,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,THUNDERBOLT (85),HELPING HAND (270),THUNDER WAVE (86),ROCK SLIDE (157),false,false,false,false,false,Male (0),Hardy (0),false
LUDICOLO - 406,LUDICOLO (297),26,0,None (0),"なし"  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,RAIN DANCE (240),MEGA DRAIN (72),WATER GUN (55),ASTONISH (310),false,false,false,false,false,Female (1),Serious (12),false
ZIGZAGOON - 407,ZIGZAGOON (288),24,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PIN MISSILE (42),MUD SPORT (300),HEADBUTT (29),SAND-ATTACK (28),false,false,false,false,false,Female (1),Docile (6),false
ZIGZAGOON - 408,ZIGZAGOON (288),24,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PIN MISSILE (42),DIG (91),HEADBUTT (29),SAND-ATTACK (28),false,false,false,false,false,Female (1),Hardy (0),false
LINOONE - 409,LINOONE (289),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER PULSE (352),ICY WIND (196),MUD-SLAP (189),HEADBUTT (29),false,false,false,false,false,Male (0),Bashful (18),false
LINOONE - 410,LINOONE (289),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SHOCK WAVE (351),SWIFT (129),DIG (91),HEADBUTT (29),false,false,false,false,false,Male (0),Serious (12),false
GRAVELER - 411,GRAVELER (75),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MUD SPORT (300),ROCK THROW (88),DEFENSE CURL (111),DIG (91),false,false,false,false,false,Female (1),Docile (6),false
RHYHORN - 412,RHYHORN (111),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCARY FACE (184),FURY ATTACK (31),STOMP (23),TAIL WHIP (39),false,false,false,false,false,Female (1),Quirky (24),false
STANTLER - 413,STANTLER (234),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,STOMP (23),REFLECT (115),ASTONISH (310),LEER (43),false,false,false,false,false,Male (0),Hardy (0),false
MISDREAVUS - 414,MISDREAVUS (200),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MEAN LOOK (212),PSYWAVE (149),TORMENT (259),AERIAL ACE (332),false,false,false,false,false,Female (1),Docile (6),false
TROPIUS - 415,TROPIUS (369),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WHIRLWIND (18),SWEET SCENT (230),STOMP (23),RAZOR LEAF (75),false,false,false,false,false,Male (0),Docile (6),false
ARIADOS - 416,ARIADOS (168),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,DIG (91),NIGHT SHADE (101),LEECH LIFE (141),SCARY FACE (184),false,false,false,false,false,Female (1),Serious (12),false
BEAUTIFLY - 417,BEAUTIFLY (292),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WHIRLWIND (18),MEGA DRAIN (72),MORNING SUN (234),GUST (16),false,false,false,false,false,Female (1),Serious (12),false
SNEASEL - 418,SNEASEL (215),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FAINT ATTACK (185),SCREECH (103),REFLECT (115),TAUNT (269),false,false,false,false,true,Male (0),Hardy (0),false
DELIBIRD - 419,DELIBIRD (225),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT (217),ICY WIND (196),THIEF (168),SWAGGER (207),false,false,false,false,false,Female (1),Serious (12),false
XATU - 420,XATU (178),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PECK (64),NIGHT SHADE (101),LEER (43),REFLECT (115),false,false,false,false,false,Female (1),Bashful (18),false
KECLEON - 421,KECLEON (317),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FAINT ATTACK (185),PSYBEAM (60),FURY SWIPES (154),SCREECH (103),false,false,false,false,false,Female (1),Hardy (0),false
AIPOM - 422,AIPOM (190),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TICKLE (321),TAIL WHIP (39),ASTONISH (310),SCRATCH (10),false,false,false,false,true,Female (1),Quirky (24),false
VOLBEAT - 423,VOLBEAT (386),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SIGNAL BEAM (324),TAIL GLOW (294),WATER PULSE (352),THIEF (168),false,false,false,false,true,Male (0),Quirky (24),false
YANMA - 424,YANMA (193),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,AERIAL ACE (332),SONICBOOM (49),DETECT (197),GIGA DRAIN (202),false,false,false,false,false,Female (1),Serious (12),false
MURKROW - 425,MURKROW (198),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HAZE (114),PECK (64),TAUNT (269),PURSUIT (228),false,false,false,false,false,Female (1),Docile (6),false
ODDISH - 426,ODDISH (43),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ACID (51),SWEET SCENT (230),ABSORB (71),CUT (15),false,false,false,false,false,Male (0),Bashful (18),false
GOLBAT - 427,GOLBAT (42),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LEECH LIFE (141),BITE (44),TAUNT (269),SCREECH (103),false,false,false,false,false,Female (1),Hardy (0),false
ABSOL - 428,ABSOL (376),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCRATCH (10),BITE (44),RAZOR WIND (13),TAUNT (269),false,false,false,false,false,Female (1),Serious (12),false
KOFFING - 429,KOFFING (109),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SMOKESCREEN (108),SLUDGE (124),TAUNT (269),THIEF (168),false,false,false,false,false,Female (1),Docile (6),false
ODDISH - 430,ODDISH (43),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CUT (15),SWEET SCENT (230),ABSORB (71),ACID (51),false,false,false,false,false,Female (1),Bashful (18),false
DUSTOX - 431,DUSTOX (294),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CONFUSION (93),LIGHT SCREEN (113),THIEF (168),GUST (16),false,false,false,false,false,Male (0),Serious (12),false
QWILFISH - 432,QWILFISH (211),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),SHOCK WAVE (351),MINIMIZE (107),POISON STING (40),false,false,false,false,false,Female (1),Quirky (24),false
REMORAID - 433,REMORAID (223),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),AURORA BEAM (62),SWAGGER (207),LOCK-ON (199),false,false,false,false,false,Female (1),Docile (6),false
OCTILLERY - 434,OCTILLERY (224),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),CONSTRICT (132),PSYBEAM (60),OCTAZOOKA (190),false,false,false,false,false,Female (1),Hardy (0),false
SANDSLASH - 435,SANDSLASH (28),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SLASH (163),POISON STING (40),SAND-ATTACK (28),SAFEGUARD (219),false,false,false,false,false,Male (0),Quirky (24),false
LOUDRED - 436,LOUDRED (371),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SUPERSONIC (48),HOWL (336),TORMENT (259),UPROAR (253),false,false,false,false,false,Female (1),Hardy (0),false
CRAWDAUNT - 437,CRAWDAUNT (327),32,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TAUNT (269),VICEGRIP (11),ROCK TOMB (317),HARDEN (106),false,false,false,false,true,Male (0),Serious (12),false
GIRAFARIG - 438,GIRAFARIG (203),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ODOR SLEUTH (316),STOMP (23),CONFUSION (93),LIGHT SCREEN (113),false,false,false,false,true,Female (1),Docile (6),false
SMEARGLE - 439,SMEARGLE (235),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,COUNTER (68),TORMENT (259),MIRROR COAT (243),TAUNT (269),false,false,false,false,false,Male (0),Quirky (24),false
PELIPPER - 440,PELIPPER (310),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MIST (54),WATER PULSE (352),WING ATTACK (17),GROWL (45),false,false,false,false,false,Female (1),Serious (12),false
MACHOKE - 441,MACHOKE (67),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,REVENGE (279),FORESIGHT (193),SEISMIC TOSS (69),LEER (43),false,false,false,false,false,Male (0),Hardy (0),false
ODDISH - 442,ODDISH (43),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CUT (15),SWEET SCENT (230),ACID (51),ABSORB (71),false,false,false,false,false,Female (1),Bashful (18),false
CROBAT - 443,CROBAT (169),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCREECH (103),BITE (44),ASTONISH (310),TAUNT (269),false,false,false,false,false,Female (1),Serious (12),false
TORKOAL - 444,TORKOAL (321),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,EMBER (52),FIRE SPIN (83),SMOKESCREEN (108),ROCK SLIDE (157),false,false,false,false,false,Male (0),Serious (12),false
BELLOSSOM - 445,BELLOSSOM (182),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MAGICAL LEAF (345),SWEET SCENT (230),CUT (15),GIGA DRAIN (202),false,false,false,false,false,Male (0),Quirky (24),false
GLOOM - 446,GLOOM (44),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GIGA DRAIN (202),ACID (51),SWEET SCENT (230),CUT (15),false,false,false,false,false,Male (0),Bashful (18),false
GLOOM - 447,GLOOM (44),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ACID (51),SLEEP POWDER (79),CUT (15),RAZOR LEAF (75),false,false,false,false,false,Female (1),Quirky (24),false
MANTINE - 448,MANTINE (226),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,AERIAL ACE (332),BUBBLEBEAM (61),SUPERSONIC (48),TAKE DOWN (36),false,false,false,false,false,Male (0),Quirky (24),false
FORRETRESS - 449,FORRETRESS (205),31,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SPIKES (191),BODY SLAM (34),PIN MISSILE (42),DIG (91),false,false,false,false,false,Male (0),Hardy (0),false
GRUMPIG - 450,GRUMPIG (352),32,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TAUNT (269),SHOCK WAVE (351),LIGHT SCREEN (113),PSYBEAM (60),false,false,false,false,false,Female (1),Docile (6),false
ELECTRODE - 451,ELECTRODE (101),30,0,None (0),"サポーター"  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,SONICBOOM (49),SPARK (209),FACADE (263),THIEF (168),false,false,false,false,true,Genderless (2),Docile (6),false
NUZLEAF - 452,NUZLEAF (299),32,0,None (0),"アタッカー"  (2),0,0,0,0,0,0,0,0,0,0,0,0,0,FAKE OUT (252),FAINT ATTACK (185),AERIAL ACE (332),HYPER BEAM (63),false,false,false,false,true,Male (0),Quirky (24),false
VILEPLUME - 453,VILEPLUME (45),30,0,None (0),"サポーター"  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,SLEEP POWDER (79),GIGA DRAIN (202),SWEET SCENT (230),HYPER BEAM (63),false,false,false,false,false,Male (0),Quirky (24),false
WHISCASH - 454,WHISCASH (324),31,0,None (0),"アタッカー"  (2),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER PULSE (352),ROCK TOMB (317),SPARK (209),HYPER BEAM (63),false,false,false,false,false,Male (0),Hardy (0),false
SKARMORY - 455,SKARMORY (227),32,0,None (0),"アタッカー"  (2),0,0,0,0,0,0,0,0,0,0,0,0,0,STEEL WING (211),SWIFT (129),AERIAL ACE (332),HYPER BEAM (63),false,false,false,false,true,Female (1),Bashful (18),false
FURRET - 456,FURRET (162),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SLAM (21),HELPING HAND (270),FURY SWIPES (154),QUICK ATTACK (98),false,false,false,false,true,Male (0),Hardy (0),false
NOCTOWL - 457,NOCTOWL (164),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,REFLECT (115),HYPNOSIS (95),PECK (64),FORESIGHT (193),false,false,false,false,false,Female (1),Docile (6),false
