Entry Name,Level up Rate,Catch Rate,Gender Ratio,Exp yield,Base Happiness,Height,Weight,Cry ID,Unknown 1,Unknown 2,National Dex Index,Hoenn dex regional id,Name ID,Species Name ID,Unknown 3,Unknown 4,Unknown 5,Model ID,Types 1,Types 2,Abilities 1,Abilities 2,TM01 FOCUS PUNCH,TM02 DRAGON CLAW,TM03 WATER PULSE,TM04 CALM MIND,TM05 ROAR,TM06 TOXIC,TM07 HAIL,TM08 BULK UP,TM09 BULLET SEED,TM10 HIDDEN POWER,TM11 SUNNY DAY,TM12 TAUNT,TM13 ICE BEAM,TM14 BLIZZARD,TM15 HYPER BEAM,TM16 LIGHT SCREEN,TM17 PROTECT,TM18 RAIN DANCE,TM19 GIGA DRAIN,TM20 SAFEGUARD,TM21 FRUSTRATION,TM22 SOLARBEAM,TM23 IRON TAIL,TM24 THUNDERBOLT,TM25 THUNDER,TM26 EARTHQUAKE,TM27 RETURN,TM28 DIG,TM29 PSYCHIC,TM30 SHADOW BALL,TM31 BRICK BREAK,TM32 DOUBLE TEAM,TM33 REFLECT,TM34 SHOCK WAVE,TM35 FLAMETHROWER,TM36 SLUDGE BOMB,TM37 SANDSTORM,TM38 FIRE BLAST,TM39 ROCK TOMB,TM40 AERIAL ACE,TM41 TORMENT,TM42 FACADE,TM43 SECRET POWER,TM44 REST,TM45 ATTRACT,TM46 THIEF,TM47 STEEL WING,TM48 SKILL SWAP,TM49 SNATCH,TM50 OVERHEAT,HM01 CUT,HM02 FLY,HM03 SURF,HM04 STRENGTH,HM05 FLASH,HM06 ROCK SMASH,HM07 WATERFALL,HM08 DIVE,TutorMove08 BODY SLAM,TutorMove11 DOUBLE-EDGE,TutorMove03 SEISMIC TOSS,TutorMove01 MIMIC,TutorMove06 DREAM EATER,TutorMove02 THUNDER WAVE,TutorMove05 SUBSTITUTE,TutorMove04 ICY WIND,TutorMove07 SWAGGER,TutorMove10 SKY ATTACK,TutorMove12 SELFDESTRUCT,TutorMove09 NIGHTMARE,Wild Items 1,Wild Items 2,Egg Moves 1,Egg Moves 2,Egg Moves 3,Egg Moves 4,Egg Moves 5,Egg Moves 6,Egg Moves 7,Egg Moves 8,Base Stats HP,Base Stats Attack,Base Stats Defense,Base Stats Sp.Atk,Base Stats Sp.Def,Base Stats Speed,EV Yields HP,EV Yields Attack,EV Yields Defense,EV Yields Sp.Atk,EV Yields Sp.Def,EV Yields Speed,Evolutions 1 Evolution Method,Evolutions 1 Evolution Condition,Evolutions 1 Evolved Form,Evolutions 2 Evolution Method,Evolutions 2 Evolution Condition,Evolutions 2 Evolved Form,Evolutions 3 Evolution Method,Evolutions 3 Evolution Condition,Evolutions 3 Evolved Form,Evolutions 4 Evolution Method,Evolutions 4 Evolution Condition,Evolutions 4 Evolved Form,Evolutions 5 Evolution Method,Evolutions 5 Evolution Condition,Evolutions 5 Evolved Form,Level Up Moves 1 Level,Level Up Moves 1 Move,Level Up Moves 2 Level,Level Up Moves 2 Move,Level Up Moves 3 Level,Level Up Moves 3 Move,Level Up Moves 4 Level,Level Up Moves 4 Move,Level Up Moves 5 Level,Level Up Moves 5 Move,Level Up Moves 6 Level,Level Up Moves 6 Move,Level Up Moves 7 Level,Level Up Moves 7 Move,Level Up Moves 8 Level,Level Up Moves 8 Move,Level Up Moves 9 Level,Level Up Moves 9 Move,Level Up Moves 10 Level,Level Up Moves 10 Move,Level Up Moves 11 Level,Level Up Moves 11 Move,Level Up Moves 12 Level,Level Up Moves 12 Move,Level Up Moves 13 Level,Level Up Moves 13 Move,Level Up Moves 14 Level,Level Up Moves 14 Move,Level Up Moves 15 Level,Level Up Moves 15 Move,Level Up Moves 16 Level,Level Up Moves 16 Move,Level Up Moves 17 Level,Level Up Moves 17 Move,Level Up Moves 18 Level,Level Up Moves 18 Move,Level Up Moves 19 Level,Level Up Moves 19 Move,Regular Sprites Pokedex Colour ID,Regular Sprites Face ID,Regular Sprites Purify Chamber Image ID,Shiny Sprites Pokedex Colour ID,Shiny Sprites Face ID,Shiny Sprites Purify Chamber Image ID
CATERPIE  - 10,Standard (0),255,50% Male (127),53,70 (0x46),3,29,1006 (0x3EE),10 (0xA),1360 (0x550),10,212,CATERPIE (0x3F2),WORM (0x5F8),0 (0x0),16 (0x10),402 (0x192),pkx_caterpie.fsys (10),BUG (6),BUG (6),SHIELD DUST (19),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),45,30,35,20,20,45,1,0,0,0,0,0,Level Up (4),7 (0x7),METAPOD (11),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,STRING SHOT (81),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),4 (0x4),face010.gtx Regular (10),poke_dance.fsys -> caterpie.atx (0x1BD73200),4 (0x4),face010.gtx Shiny (396),poke_dance.fsys -> caterpie_c.atx (0x1BD83200)
METAPOD  - 11,Standard (0),120,50% Male (127),72,70 (0x46),7,99,1007 (0x3EF),11 (0xB),1360 (0x550),11,213,METAPOD (0x3F3),COCOON (0x64C),0 (0x0),17 (0x11),403 (0x193),pkx_transel.fsys (11),BUG (6),BUG (6),SHED SKIN (61),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None (0),None (0),TACKLE (33),None (0),None (0),None (0),None (0),None (0),None (0),None (0),50,20,55,25,25,30,0,0,2,0,0,0,Level Up (4),10 (0xA),BUTTERFREE (12),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,HARDEN (106),7,HARDEN (106),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),4 (0x4),face011.gtx Regular (11),poke_dance.fsys -> transel.atx (0x1E403200),4 (0x4),face011.gtx Shiny (397),poke_dance.fsys -> transel_c.atx (0x1E413200)
BUTTERFREE  - 12,Standard (0),45,50% Male (127),160,70 (0x46),11,320,1008 (0x3F0),12 (0xC),1360 (0x550),12,214,BUTTERFREE (0x3F4),BUTTERFLY (0x669),0 (0x0),18 (0x12),404 (0x194),pkx_butterfree.fsys (12),BUG (6),FLYING (2),COMPOUNDEYES (14),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,None (0),SILVERPOWDER (188),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),60,45,50,80,80,70,0,0,0,2,1,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,CONFUSION (93),10,CONFUSION (93),13,POISONPOWDER (77),14,STUN SPORE (78),15,SLEEP POWDER (79),18,SUPERSONIC (48),23,WHIRLWIND (18),28,GUST (16),34,PSYBEAM (60),40,SAFEGUARD (219),47,SILVER WIND (318),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),9 (0x9),face012.gtx Regular (12),poke_dance.fsys -> butterfree.atx (0x1BD13200),9 (0x9),face012.gtx Shiny (398),poke_dance.fsys -> butterfree_c.atx (0x1BD23200)
WEEDLE  - 13,Standard (0),255,50% Male (127),52,70 (0x46),3,32,1009 (0x3F1),13 (0xD),1360 (0x550),13,215,WEEDLE (0x3F5),HAIRY BUG (0x636),0 (0x0),19 (0x13),405 (0x195),pkx_beedle.fsys (13),BUG (6),POISON (3),SHIELD DUST (19),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),40,35,30,20,20,50,0,0,0,0,0,1,Level Up (4),7 (0x7),KAKUNA (14),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,POISON STING (40),1,STRING SHOT (81),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face013.gtx Regular (13),poke_dance.fsys -> beedle.atx (0x1BB53200),6 (0x6),face013.gtx Shiny (399),poke_dance.fsys -> beedle_c.atx (0x1BB63200)
KAKUNA  - 14,Standard (0),120,50% Male (127),71,70 (0x46),6,100,1010 (0x3F2),14 (0xE),1360 (0x550),14,216,KAKUNA (0x3F6),COCOON (0x64C),0 (0x0),20 (0x14),406 (0x196),pkx_cocoon.fsys (14),BUG (6),POISON (3),SHED SKIN (61),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None (0),None (0),TACKLE (33),None (0),None (0),None (0),None (0),None (0),None (0),None (0),45,25,50,25,25,35,0,0,2,0,0,0,Level Up (4),10 (0xA),BEEDRILL (15),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,HARDEN (106),7,HARDEN (106),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),3 (0x3),face014.gtx Regular (14),poke_dance.fsys -> cocoon.atx (0x1BE33200),3 (0x3),face014.gtx Shiny (400),poke_dance.fsys -> cocoon_c.atx (0x1BE43200)
BEEDRILL  - 15,Standard (0),45,50% Male (127),159,70 (0x46),10,295,1011 (0x3F3),15 (0xF),1360 (0x550),15,217,BEEDRILL (0x3F7),POISON BEE (0x682),0 (0x0),21 (0x15),407 (0x197),pkx_spear.fsys (15),BUG (6),POISON (3),SWARM (68),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),POISON BARB (211),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),65,80,40,45,80,75,0,2,0,0,1,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,FURY ATTACK (31),10,FURY ATTACK (31),15,FOCUS ENERGY (116),20,TWINEEDLE (41),25,RAGE (99),30,PURSUIT (228),35,PIN MISSILE (42),40,AGILITY (97),45,ENDEAVOR (283),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),3 (0x3),face015.gtx Regular (15),poke_dance.fsys -> spear.atx (0x1E183200),3 (0x3),face015.gtx Shiny (401),poke_dance.fsys -> spear_c.atx (0x1E193200)
PIDGEY  - 16,Slow (3),255,50% Male (127),55,70 (0x46),3,18,1012 (0x3F4),16 (0x10),1360 (0x550),16,218,PIDGEY (0x3F8),TINY BIRD (0x63F),0 (0x0),22 (0x16),408 (0x198),pkx_poppo.fsys (16),NORMAL (0),FLYING (2),KEEN EYE (51),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,None (0),None (0),PURSUIT (228),FAINT ATTACK (185),FORESIGHT (193),STEEL WING (211),AIR CUTTER (314),None (0),None (0),None (0),40,45,40,35,35,56,0,0,0,0,0,1,Level Up (4),18 (0x12),PIDGEOTTO (17),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),5,SAND-ATTACK (28),9,GUST (16),13,QUICK ATTACK (98),19,WHIRLWIND (18),25,WING ATTACK (17),31,FEATHERDANCE (297),39,AGILITY (97),47,MIRROR MOVE (119),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face016.gtx Regular (16),poke_dance.fsys -> poppo.atx (0x1DB43200),6 (0x6),face016.gtx Shiny (402),poke_dance.fsys -> poppo_c.atx (0x1DB53200)
PIDGEOTTO  - 17,Slow (3),120,50% Male (127),113,70 (0x46),11,300,1025 (0x401),17 (0x11),1360 (0x550),17,219,PIDGEOTTO (0x3F9),BIRD (0x68A),0 (0x0),23 (0x17),409 (0x199),pkx_pigeon.fsys (17),NORMAL (0),FLYING (2),KEEN EYE (51),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,None (0),None (0),PURSUIT (228),FAINT ATTACK (185),FORESIGHT (193),STEEL WING (211),AIR CUTTER (314),None (0),None (0),None (0),63,60,55,50,50,71,0,0,0,0,0,2,Level Up (4),36 (0x24),PIDGEOT (18),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,SAND-ATTACK (28),1,GUST (16),5,SAND-ATTACK (28),9,GUST (16),13,QUICK ATTACK (98),20,WHIRLWIND (18),27,WING ATTACK (17),34,FEATHERDANCE (297),43,AGILITY (97),52,MIRROR MOVE (119),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face017.gtx Regular (17),poke_dance.fsys -> pigeon.atx (0x1DA43200),6 (0x6),face017.gtx Shiny (403),poke_dance.fsys -> pigeon_c.atx (0x1DA53200)
PIDGEOT  - 18,Slow (3),45,50% Male (127),172,70 (0x46),15,395,1026 (0x402),18 (0x12),1360 (0x550),18,220,PIDGEOT (0x3FA),BIRD (0x68A),0 (0x0),24 (0x18),410 (0x19A),pkx_pigeot.fsys (18),NORMAL (0),FLYING (2),KEEN EYE (51),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,None (0),None (0),PURSUIT (228),FAINT ATTACK (185),FORESIGHT (193),STEEL WING (211),AIR CUTTER (314),None (0),None (0),None (0),83,80,75,70,70,91,0,0,0,0,0,3,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,SAND-ATTACK (28),1,GUST (16),1,QUICK ATTACK (98),5,SAND-ATTACK (28),9,GUST (16),13,QUICK ATTACK (98),20,WHIRLWIND (18),27,WING ATTACK (17),34,FEATHERDANCE (297),48,AGILITY (97),62,MIRROR MOVE (119),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face018.gtx Regular (18),poke_dance.fsys -> pigeot.atx (0x1DA63200),6 (0x6),face018.gtx Shiny (404),poke_dance.fsys -> pigeot_c.atx (0x1DA73200)
RATTATA  - 19,Standard (0),255,50% Male (127),57,70 (0x46),3,35,1027 (0x403),19 (0x13),1360 (0x550),19,221,RATTATA (0x3FB),MOUSE (0x69C),0 (0x0),25 (0x19),411 (0x19B),pkx_koratta.fsys (19),NORMAL (0),NORMAL (0),RUN AWAY (50),GUTS (62),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),SCREECH (103),FLAME WHEEL (172),FURY SWIPES (154),BITE (44),COUNTER (68),REVERSAL (179),UPROAR (253),SWAGGER (207),30,56,35,25,35,72,0,0,0,0,0,1,Level Up (4),20 (0x14),RATICATE (20),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,TAIL WHIP (39),7,QUICK ATTACK (98),13,HYPER FANG (158),20,FOCUS ENERGY (116),27,PURSUIT (228),34,SUPER FANG (162),41,ENDEAVOR (283),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),7 (0x7),face019.gtx Regular (19),poke_dance.fsys -> koratta.atx (0x1CE53200),7 (0x7),face019.gtx Shiny (405),poke_dance.fsys -> koratta_c.atx (0x1CE63200)
RATICATE  - 20,Standard (0),127,50% Male (127),116,70 (0x46),7,185,1028 (0x404),20 (0x14),1360 (0x550),20,222,RATICATE (0x3FC),MOUSE (0x69C),0 (0x0),26 (0x1A),412 (0x19C),pkx_ratta.fsys (20),NORMAL (0),NORMAL (0),RUN AWAY (50),GUTS (62),FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),SCREECH (103),FLAME WHEEL (172),FURY SWIPES (154),BITE (44),COUNTER (68),REVERSAL (179),UPROAR (253),SWAGGER (207),55,81,60,50,70,97,0,0,0,0,0,2,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,TAIL WHIP (39),1,QUICK ATTACK (98),7,QUICK ATTACK (98),13,HYPER FANG (158),20,SCARY FACE (184),30,PURSUIT (228),40,SUPER FANG (162),50,ENDEAVOR (283),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face020.gtx Regular (20),poke_dance.fsys -> ratta.atx (0x1DD23200),6 (0x6),face020.gtx Shiny (406),poke_dance.fsys -> ratta_c.atx (0x1DD33200)
SPEAROW  - 21,Standard (0),255,50% Male (127),58,70 (0x46),3,20,1029 (0x405),21 (0x15),1360 (0x550),21,223,SPEAROW (0x3FD),TINY BIRD (0x63F),0 (0x0),27 (0x1B),413 (0x19D),pkx_onisuzume.fsys (21),NORMAL (0),FLYING (2),KEEN EYE (51),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,None (0),None (0),FAINT ATTACK (185),FALSE SWIPE (206),SCARY FACE (184),QUICK ATTACK (98),TRI ATTACK (161),ASTONISH (310),SKY ATTACK (143),None (0),40,60,30,31,31,70,0,0,0,0,0,1,Level Up (4),20 (0x14),FEAROW (22),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,PECK (64),1,GROWL (45),7,LEER (43),13,FURY ATTACK (31),19,PURSUIT (228),25,AERIAL ACE (332),31,MIRROR MOVE (119),37,DRILL PECK (65),43,AGILITY (97),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face021.gtx Regular (21),poke_dance.fsys -> onisuzume.atx (0x1D8A3200),6 (0x6),face021.gtx Shiny (407),poke_dance.fsys -> onisuzume_c.atx (0x1D8B3200)
